Arquivo,Tamanho (KB),Data Modificação
TG073_73201_67649_00763_073_20251215192104_91.13.BIN,60.71,15/12/2025 19:21
TG073_73204_67804_00875_073_20251215185042_91.13.BIN,52.00,15/12/2025 18:51
TG073_73205_67910_00348_073_20251215074154_91.13.BIN,21.86,15/12/2025 07:42
TG073_73206_67655_00747_073_20251215205110_91.13.BIN,46.26,15/12/2025 20:51
TG073_73207_67539_00913_073_20251215193926_91.13.BIN,54.41,15/12/2025 19:39
TG073_73208_68097_01036_073_20251215122244_91.13.BIN,50.01,15/12/2025 20:31
TG073_73208_68097_01037_073_20251215203008_91.13.BIN,24.71,15/12/2025 20:31
TG073_73209_67817_00868_073_20251215182253_91.13.BIN,79.81,15/12/2025 18:51
TG073_73210_67802_01100_073_20251215134833_91.13.BIN,41.98,15/12/2025 23:52
TG073_73210_67802_01101_073_20251215235130_91.13.BIN,24.90,15/12/2025 23:52
TG073_73212_67640_01166_073_20251215191024_91.13.BIN,77.47,15/12/2025 19:10
TG073_73213_67955_01006_073_20251215123916_91.13.BIN,37.34,15/12/2025 20:55
TG073_73213_67955_01007_073_20251215205513_91.13.BIN,30.37,15/12/2025 20:55
TG073_73214_67749_00999_073_20251215071056_91.13.BIN,11.75,15/12/2025 07:11
