Arquivo,Tamanho (KB),Data Modificação
TG073_73204_67804_00940_073_20260216123642_91.13.BIN,21.75,16/02/2026 19:11
TG073_73204_67804_00941_073_20260216191234_91.13.BIN,14.43,16/02/2026 19:11
TG073_73207_67539_00974_073_20260216094055_91.13.BIN,18.87,16/02/2026 09:40
TG073_73208_68097_01121_073_20260216200304_91.13.BIN,38.21,16/02/2026 20:02
TG073_73209_67705_00046_073_20260216105027_91.13.BIN,32.43,16/02/2026 11:15
TG073_73210_67802_01194_073_20260216095957_91.13.BIN,16.90,16/02/2026 10:00
TG073_73210_67802_01195_073_20260216125540_91.13.BIN,3.03,16/02/2026 12:55
TG073_73211_68084_00327_073_20260216094411_91.13.BIN,17.19,16/02/2026 09:44
TG073_73212_67640_01247_073_20260216101030_91.13.BIN,21.97,16/02/2026 10:10
TG073_73212_67640_01248_073_20260216205221_91.13.BIN,24.71,16/02/2026 20:52
TG073_73214_67749_01075_073_20260216094518_91.13.BIN,22.48,16/02/2026 09:46
TG073_73201_67649_00808_073_20260216124817_91.13.BIN,22.95,17/02/2026 05:57
