Arquivo,Tamanho (KB),Data Modificação
TG073_73201_67649_00767_073_20251219122258_91.13.BIN,36.66,19/12/2025 12:59
TG073_73204_67804_00881_073_20251219194357_91.13.BIN,43.29,19/12/2025 19:43
TG073_73205_67910_00351_073_20251219081007_91.13.BIN,19.87,19/12/2025 08:09
TG073_73206_67655_00751_073_20251219185515_91.13.BIN,35.20,19/12/2025 18:54
TG073_73207_67539_00919_073_20251219192032_91.13.BIN,61.36,19/12/2025 19:20
TG073_73208_68097_01042_073_20251219122103_91.13.BIN,43.18,19/12/2025 20:49
TG073_73208_68097_01043_073_20251219204941_91.13.BIN,30.16,19/12/2025 20:49
TG073_73209_67817_00873_073_20251219190221_91.13.BIN,56.05,19/12/2025 19:02
TG073_73210_67802_01108_073_20251219134917_91.13.BIN,42.14,20/12/2025 00:15
TG073_73213_67955_01014_073_20251219123711_91.13.BIN,37.79,19/12/2025 21:23
TG073_73213_67955_01015_073_20251219202847_91.13.BIN,34.24,19/12/2025 21:23
TG073_73214_67749_01005_073_20251219120437_91.13.BIN,34.74,19/12/2025 20:54
TG073_73214_67749_01006_073_20251219205401_91.13.BIN,23.62,19/12/2025 20:54
TG073_73212_67640_01172_073_20251219191012_91.13.BIN,74.29,20/12/2025 12:38
