Arquivo,Tamanho (KB),Data Modificação
TG073_73202_67679_00003_073_20251222193146_91.13.BIN,30.68,22/12/2025 19:31
TG073_73204_67804_00885_073_20251222210756_91.13.BIN,47.96,22/12/2025 21:07
TG073_73205_67910_00352_073_20251222081351_91.13.BIN,15.80,22/12/2025 08:13
TG073_73206_67655_00753_073_20251222190823_91.13.BIN,33.11,22/12/2025 19:07
TG073_73207_67539_00923_073_20251222103842_91.13.BIN,22.64,22/12/2025 10:39
TG073_73208_68097_01047_073_20251222122750_91.13.BIN,46.02,22/12/2025 20:51
TG073_73208_68097_01048_073_20251222205140_91.13.BIN,23.38,22/12/2025 20:51
TG073_73209_67705_00001_073_20251222183311_91.13.BIN,60.81,22/12/2025 19:04
TG073_73210_67802_01114_073_20251222134706_91.13.BIN,36.59,22/12/2025 23:51
TG073_73210_67802_01115_073_20251222235031_91.13.BIN,27.73,22/12/2025 23:51
TG073_73212_67640_01174_073_20251222194048_91.13.BIN,68.46,22/12/2025 19:41
TG073_73213_67955_01019_073_20251222124124_91.13.BIN,39.62,22/12/2025 21:27
TG073_73213_67955_01020_073_20251222212705_91.13.BIN,17.29,22/12/2025 21:27
TG073_73214_67749_01008_073_20251222190800_91.13.BIN,42.37,22/12/2025 19:07
TG073_73201_67649_00769_073_20251222191031_91.13.BIN,48.84,23/12/2025 17:51
