Arquivo,Tamanho (KB),Data Modificação
TG073_73201_67649_00850_073_20260404091550_91.13.BIN,19.38,04/04/2026 09:15
TG073_73204_67804_00980_073_20260404133417_91.13.BIN,41.18,04/04/2026 13:33
TG073_73204_67804_00981_073_20260404201333_91.13.BIN,10.66,04/04/2026 20:13
TG073_73206_67655_00802_073_20260404114341_91.13.BIN,25.98,04/04/2026 11:43
TG073_73208_68097_01186_073_20260404084303_91.13.BIN,13.54,04/04/2026 08:44
TG073_73209_67705_00096_073_20260404121405_91.13.BIN,50.39,04/04/2026 12:22
TG073_73210_67802_01272_073_20260404124249_91.13.BIN,29.29,04/04/2026 20:41
TG073_73210_67802_01273_073_20260404204122_91.13.BIN,15.86,04/04/2026 20:41
TG073_73212_67640_01297_073_20260404091501_91.13.BIN,18.43,04/04/2026 15:06
TG073_73212_67640_01298_073_20260404150456_91.13.BIN,16.99,04/04/2026 15:06
TG073_73213_67955_01172_073_20260404134023_91.13.BIN,27.72,04/04/2026 22:14
TG073_73213_67955_01173_073_20260404221427_91.13.BIN,7.87,04/04/2026 22:14
TG073_73214_67749_01136_073_20260404120810_91.13.BIN,28.80,04/04/2026 19:39
TG073_73214_67749_01137_073_20260404193931_91.13.BIN,19.38,04/04/2026 19:39
