Arquivo,Tamanho (KB),Data Modificação
TG073_73203_67817_00877_073_20260103115947_91.13.BIN,32.85,03/01/2026 12:01
TG073_73204_67804_00902_073_20260103112725_91.13.BIN,23.15,03/01/2026 11:34
TG073_73207_67539_00935_073_20260103121557_91.13.BIN,36.75,03/01/2026 12:17
TG073_73208_68097_01062_073_20260103131249_91.13.BIN,25.16,03/01/2026 20:10
TG073_73208_68097_01063_073_20260103200958_91.13.BIN,21.14,03/01/2026 20:10
TG073_73209_67705_00010_073_20260103121408_91.13.BIN,54.84,03/01/2026 12:27
TG073_73210_67802_01131_073_20260103133726_91.13.BIN,23.03,03/01/2026 22:04
TG073_73210_67802_01132_073_20260103220410_91.13.BIN,12.84,03/01/2026 22:04
TG073_73212_67640_01190_073_20260103122457_91.13.BIN,23.63,03/01/2026 12:25
TG073_73213_67955_01040_073_20260103123542_91.13.BIN,22.71,03/01/2026 20:31
TG073_73213_67955_01041_073_20260103203042_91.13.BIN,17.93,03/01/2026 20:31
TG073_73214_67749_01022_073_20260103124827_91.13.BIN,28.23,03/01/2026 19:42
TG073_73214_67749_01023_073_20260103194131_91.13.BIN,23.29,03/01/2026 19:42
