Arquivo,Tamanho (KB),Data Modificação
TG073_73203_68259_00042_073_20260402133344_91.13.BIN,24.14,02/04/2026 13:33
TG073_73204_67804_00979_073_20260402131618_91.13.BIN,39.94,02/04/2026 13:15
TG073_73206_67655_00801_073_20260402193137_91.13.BIN,47.67,02/04/2026 19:31
TG073_73208_68097_01182_073_20260402125752_91.13.BIN,27.89,02/04/2026 20:12
TG073_73208_68097_01183_073_20260402201223_91.13.BIN,24.08,02/04/2026 20:12
TG073_73209_67705_00093_073_20260402060832_91.13.BIN,3.82,02/04/2026 13:04
TG073_73209_67705_00094_073_20260402130613_91.13.BIN,30.42,02/04/2026 13:04
TG073_73209_67705_00095_073_20260402200746_91.13.BIN,24.98,02/04/2026 20:08
TG073_73210_67802_01268_073_20260402123740_91.13.BIN,31.40,02/04/2026 21:03
TG073_73210_67802_01269_073_20260402210239_91.13.BIN,14.39,02/04/2026 21:03
TG073_73211_68084_00376_073_20260402122908_91.13.BIN,31.66,02/04/2026 12:27
TG073_73213_67955_01170_073_20260402134241_91.13.BIN,20.41,02/04/2026 23:15
TG073_73213_67955_01171_073_20260402225814_91.13.BIN,12.54,02/04/2026 23:15
TG073_73214_67749_01133_073_20260402121635_91.13.BIN,33.40,02/04/2026 12:15
